 alphabio_phy abioa_phy bbioa_phy abioa_dia bbioh phykf phymaxqc phylmor diamaxqs diaVmaxs dialmor overflow zooCingest zooCassim zooeps zprefdia zoolmor mesCassim meseps mprefphy meslmor mesqmor mespreyswitch detqrem ldetphi phyrad0 diarad0 zoorad0 phybiot diabiot dfefloor kscav_dfe kcoag_dfe bsi_alpha aoalmor pbac_alpha lbac_alpha lbac_beta baclmor bacqmor
0 0.9870995162054896 0.8023925330489874 0.011475726962089539 0.17577477544546127 0.8299645446240902 0.02037561871111393 0.028623069636523724 0.30575730092823505 0.7182503324002028 0.06981647573411465 0.5490953512489796 0.8725147861987352 0.703172804787755 0.10337074846029282 0.19682509545236826 0.5249658590182662 0.055185467004776 0.19163383450359106 0.7725458526983857 0.7645759237930179 0.6583545943722129 0.6059704488143325 0.16464149300009012 0.13913407176733017 0.16771657671779394 0.55551319103688 0.1435790192335844 0.4120909087359905 0.9543062504380941 0.8448229981586337 0.5271242065355182 0.49547058064490557 0.7204703763127327 0.5935327904298902 0.44582400284707546 0.5873618414625525 0.6644325936213136 0.6798762008547783 0.6020620465278625 0.5283481068909168
1 0.34135839249938726 0.4551722891628742 0.5482900263741612 0.7496405337005854 0.16695177927613258 0.7728475667536259 0.5998650537803769 0.7530542640015483 0.2724326606839895 0.8627963690087199 0.2872029868885875 0.0038736602291464806 0.14950637891888618 0.5665830755606294 0.879162753932178 0.07667531725019217 0.8729292256757617 0.7563212560489774 0.31052539497613907 0.1171692730858922 0.42331681307405233 0.48285789228975773 0.6749525284394622 0.9368633273988962 0.724046666175127 0.2578427027910948 0.9330180315300822 0.7584220562130213 0.03931426256895065 0.4203986180946231 0.1826447658240795 0.7479691542685032 0.411360832862556 0.23772065620869398 0.7839077664539218 0.2031960291787982 0.48365316167473793 0.41720463056117296 0.29942049365490675 0.35469399858266115
2 0.09446265827864408 0.512348766438663 0.4748283578082919 0.32027990836650133 0.3155090333893895 0.6027799732983112 0.4833724685013294 0.7416576324030757 0.2099609263241291 0.5025742063298821 0.15064436942338943 0.3751523094251752 0.9461950268596411 0.46256003342568874 0.5471154600381851 0.8989984961226583 0.7217661142349243 0.2977559445425868 0.21665742434561253 0.5469930395483971 0.762695356272161 0.12059665471315384 0.3936361772939563 0.49546836502850056 0.49535676278173923 0.047319378703832626 0.36474331468343735 0.6149477669969201 0.5307763954624534 0.24692925810813904 0.9150678459554911 0.07060134038329124 0.9781378852203488 0.4247273290529847 0.7192293424159288 0.4954086923971772 0.8291101735085249 0.8136528301984072 0.9480485422536731 0.8330588927492499
3 0.7031170642003417 0.2295986944809556 0.96537727676332 0.7613868406042457 0.6797012882307172 0.3540311697870493 0.8964440021663904 0.2004919070750475 0.7807404212653637 0.3030998148024082 0.8887787451967597 0.7486729249358177 0.3769069015979767 0.9886361574754119 0.37298846431076527 0.452637922950089 0.4125558538362384 0.7369549805298448 0.7414223803207278 0.32132418267428875 0.02965641673654318 0.9936999129131436 0.8834394561126828 0.6977395862340927 0.9276707777753472 0.7506557116284966 0.5908820824697614 0.21173185762017965 0.47555373702198267 0.5505322217941284 0.25954729039222 0.8271358655765653 0.1693334709852934 0.7795476457104087 0.010021357797086239 0.8614943893626332 0.021612214855849743 0.08023432549089193 0.1414356455206871 0.03441926650702953
4 0.5002636732533574 0.7477942565456033 0.7014096165075898 0.9791394229978323 0.5122141847386956 0.15195836871862411 0.3190950080752373 0.5411454746499658 0.004128512926399708 0.8844950031489134 0.10345575399696827 0.6076957695186138 0.870569696649909 0.6254214961081743 0.49358248338103294 0.3346064146608114 0.3325109537690878 0.5054311081767082 0.05652361270040274 0.8795488094910979 0.6246142303571105 0.7407681867480278 0.32256364077329636 0.6026770090684295 0.7618945501744747 0.16911881417036057 0.3918020287528634 0.921740504913032 0.7756174132227898 0.9304695501923561 0.7845709826797247 0.2969862250611186 0.07156471163034439 0.2729823151603341 0.8815941642969847 0.016932961530983448 0.3678009305149317 0.13935950305312872 0.7762617832049727 0.2035765601322055
5 0.1709066042676568 0.02540223579853773 0.23881878331303596 0.4130709059536457 0.49178578797727823 0.8985709454864264 0.8103506024926901 0.015727326273918152 0.9509271131828427 0.1848299903795123 0.8727370696142316 0.2663735756650567 0.29920250177383423 0.16953327041119337 0.6763995718210936 0.7516491319984198 0.5167174758389592 0.44511805661022663 0.5186054613441229 0.24780160281807184 0.35621878411620855 0.3637472288683057 0.8300746884196997 0.3359531359747052 0.31542796548455954 0.9042468415573239 0.68101492151618 0.2526564048603177 0.2219815906137228 0.36685461550951004 0.3785700062289834 0.5533835235983133 0.7633723048493266 0.932749412022531 0.3564386246725917 0.648624905385077 0.5620233481749892 0.904001334682107 0.06346850469708443 0.9123761896044016
6 0.3927840040996671 0.942133005708456 0.784940691664815 0.529948222450912 0.029751136898994446 0.7250691410154104 0.17721073981374502 0.47295907139778137 0.513400069437921 0.4496084237471223 0.6894103270024061 0.1436334503814578 0.5972797591239214 0.7969863079488277 0.7508473740890622 0.21057405695319176 0.8905406352132559 0.9856681264936924 0.9874739684164524 0.6819858141243458 0.9538475489243865 0.2201761519536376 0.11113173700869083 0.777347800321877 0.5905045950785279 0.6616266584023833 0.11650717910379171 0.12458528392016888 0.7075691679492593 0.03619103413075209 0.642240202985704 0.12796873040497303 0.3135615037754178 0.744766634888947 0.17014742828905582 0.9252312881872058 0.1267225118353963 0.36686330009251833 0.6803420595824718 0.3989122658967972
7 0.810008087195456 0.28418087773025036 0.27486333157867193 0.08101353142410517 0.9740000441670418 0.4743672087788582 0.7016406143084168 0.9672536114230752 0.4416395863518119 0.742779653519392 0.45865727309137583 0.9820226039737463 0.041541893035173416 0.2792108478024602 0.0752624785527587 0.6256862692534924 0.19779301900416613 0.04986668936908245 0.4626483367756009 0.44072616286575794 0.19129627849906683 0.8471835199743509 0.6039944030344486 0.04407215025275946 0.018053608015179634 0.39586992003023624 0.8429064247757196 0.7060228958725929 0.2948964377865195 0.728923755697906 0.04824116826057434 0.8806047393009067 0.5057964157313108 0.08403823804110289 0.5664272522553802 0.30667179729789495 0.9442149549722672 0.5983191132545471 0.4713827958330512 0.7327265003696084
8 0.8137332452461123 0.5864418866112828 0.868795458227396 0.4521990632638335 0.19515427388250828 0.28857961762696505 0.27756444457918406 0.5777470767498016 0.09827459044754505 0.31841527204960585 0.4071888830512762 0.755193087272346 0.3150157481431961 0.8662084322422743 0.5910753207281232 0.27247548941522837 0.6335418950766325 0.6474559428170323 0.10728660132735968 0.5929630724713206 0.5158809330314398 0.2919203108176589 0.019437541253864765 0.5377328703179955 0.3089120192453265 0.5887560695409775 0.9691336853429675 0.3734548892825842 0.17488467507064342 0.1237180344760418 0.8169093644246459 0.8070950992405415 0.6614222321659327 0.32952900882810354 0.8220905335620046 0.9966149646788836 0.5818106094375253 0.018465506844222546 0.926648560911417 0.2533161770552397
9 0.4824388539418578 0.18674833979457617 0.31551837269216776 0.8782455371692777 0.8093331474810839 0.5353752477094531 0.8507900452241302 0.11488424334675074 0.9190961960703135 0.6122578885406256 0.676424385048449 0.12092076055705547 0.7612601276487112 0.33890928234905005 0.26616430934518576 0.8125631744042039 0.45103678572922945 0.33274859841912985 0.5695212762802839 0.2872560517862439 0.25304159335792065 0.6641726586967707 0.5081421388313174 0.2729616491124034 0.8618277162313461 0.35374937672168016 0.19535780511796474 0.9561084359884262 0.822634220123291 0.6736233048141003 0.4729105681180954 0.05932666081935167 0.470408977009356 0.9979020515456796 0.41008269786834717 0.36517091654241085 0.2704083286225796 0.7518857773393393 0.2333789085969329 0.6145896753296256
10 0.20625184755772352 0.8452433943748474 0.6448847195133567 0.057634295895695686 0.708131561987102 0.8382686031982303 0.2339466568082571 0.3768979022279382 0.6065707877278328 0.7537290938198566 0.7587379012256861 0.49219607189297676 0.08835095539689064 0.6938934922218323 0.1610768549144268 0.14648618083447218 0.08121906034648418 0.8458403209224343 0.9131535701453686 0.8454732000827789 0.9369073119014502 0.8096432164311409 0.28945142682641745 0.8315671188756824 0.10626327805221081 0.08037879969924688 0.5059726508334279 0.67006307374686 0.37269031163305044 0.9720981335267425 0.7404865380376577 0.6341560976579785 0.919028646312654 0.6839474840089679 0.09488546196371317 0.09247459843754768 0.9166466649621725 0.4804377192631364 0.5221427222713828 0.0736674414947629
11 0.621538489125669 0.3810794372111559 0.17083005793392658 0.6165617257356644 0.2951321778818965 0.0877498285844922 0.6450345143675804 0.933385357260704 0.41078735888004303 0.05388097558170557 0.028000143356621265 0.6313545638695359 0.5189670193940401 0.22995130810886621 0.9777791183441877 0.68854961078614 0.7717617200687528 0.15662115346640348 0.3886629166081548 0.024248113855719566 0.1681933980435133 0.18738872278481722 0.8006170177832246 0.0963378632441163 0.5332102524116635 0.8462573308497667 0.29535968601703644 0.0031810076907277107 0.6297257030382752 0.29299949761480093 0.08448532316833735 0.39046938344836235 0.2284427098929882 0.01656625885516405 0.6358300186693668 0.7107785642147064 0.2319590849801898 0.7431072406470776 0.32490983232855797 0.8099244274199009
