 alphabio_phy abioa_phy bbioa_phy alphabio_dia alphabio_tri abioa_dia bbioa_dia bbioh phykn phykf phymaxqc phylmor diakn diakf diaks diamaxqc diamaxqf diamaxqs diaVmaxs dialmor overflow zooCingest zooCassim zooFeingest zooFeassim zooexcrdom zoogmax zooeps zpreflbac zprefobac zprefsbac zprefaoa zprefdia zprefsdet zoolmor mesCingest mesCassim mesFeingest mesFeassim mesexcrdom mesgmax meseps mpreflbac mprefobac mprefsbac mprefaoa mprefphy mprefdia mprefsdet mprefldet mprefzoo meslmor mesqmor zoopreyswitch mespreyswitch detqrem sdetphi ldetphi phyrad0 diarad0 zoorad0 mesrad0 detrho phybiot diabiot disscal dissara dissdet ligW ligS dfefloor kscav_dfe kcoag_dfe wsafe wlafe bsi_alpha bsi_kbac aoalmor pbac_alpha lbac_kdoc lbac_alpha lbac_beta obac_kdoc obac_fele sbac_kdoc baclmor bacqmor
0 0.9870995162054896 0.8023925330489874 0.011475726962089539 0.17577477544546127 0.8299645446240902 0.02037561871111393 0.028623069636523724 0.30575730092823505 0.7182503324002028 0.06981647573411465 0.5490953512489796 0.8725147861987352 0.703172804787755 0.10337074846029282 0.19682509545236826 0.5249658590182662 0.055185467004776 0.19163383450359106 0.7725458526983857 0.7645759237930179 0.6583545943722129 0.6059704488143325 0.16464149300009012 0.13913407176733017 0.16771657671779394 0.55551319103688 0.1435790192335844 0.4120909087359905 0.9543062504380941 0.8448229981586337 0.5271242065355182 0.49547058064490557 0.7204703763127327 0.5935327904298902 0.44582400284707546 0.5873618414625525 0.6644325936213136 0.6798762008547783 0.6020620465278625 0.5283481068909168 0.6943547911942005 0.8137044720351696 0.8381712893024087 0.1829635612666607 0.8070079190656543 0.8514823261648417 0.19318501558154821 0.964008822105825 0.5662536071613431 0.7203506892547011 0.22910844162106514 0.4487574705854058 0.7264796774834394 0.7239928375929594 0.27269767597317696 0.16739449184387922 0.6452752826735377 0.45063192676752806 0.9343415182083845 0.6379547473043203 0.06532796192914248 0.07759372051805258 0.2454284681007266 0.08754866383969784 0.9795277500525117 0.5061540119349957 0.4036333607509732 0.5031825480982661 0.6156480722129345 0.8324388712644577 0.876538353972137 0.9948803260922432 0.6048190491273999 0.11224154103547335 0.9509839182719588 0.005692599341273308 0.08825329132378101 0.6666613603010774 0.2629278162494302 0.9615393644198775 0.7588808247819543 0.011550739407539368 0.9737481260672212 0.24221276212483644 0.10182634461671114 0.4989032158628106 0.3516822485253215
1 0.10404924489557743 0.06446840707212687 0.7750228000804782 0.5165035761892796 0.33216049708426 0.6592275109142065 0.9213297599926591 0.517646174877882 0.2263398328796029 0.8218004172667861 0.4569865148514509 0.011375121772289276 0.10757026541978121 0.7768888035789132 0.6167857572436333 0.3407543357461691 0.8142237272113562 0.7460951842367649 0.15417039953172207 0.3866612045094371 0.30032124277204275 0.09500905033200979 0.696066633798182 0.934633961878717 0.8985162898898125 0.20457875821739435 0.8357912786304951 0.7599995713680983 0.16906998120248318 0.4862726032733917 0.028245291672647 0.8888922706246376 0.22762175556272268 0.2777224238961935 0.5527808582410216 0.4656294845044613 0.28788692224770784 0.4397383639588952 0.30149685963988304 0.062195973470807076 0.1600044434890151 0.4001393234357238 0.39662442076951265 0.7373524056747556 0.37523101922124624 0.49995604529976845 0.7249913644045591 0.10487655736505985 0.39313928689807653 0.472726927138865 0.7890860103070736 0.666963241994381 0.04357738234102726 0.3352684695273638 0.7449252465739846 0.5251973988488317 0.2094065211713314 0.9987370986491442 0.317578655667603 0.10130847059190273 0.6371894339099526 0.9086885927245021 0.7238340936601162 0.5458108820021152 0.14145997632294893 0.35304730106145144 0.728528362698853 0.3864056682214141 0.04169610422104597 0.18922970164567232 0.37419251073151827 0.1412098277360201 0.24447219911962748 0.8261827221140265 0.19769378192722797 0.9853436527773738 0.7158121606335044 0.2604350931942463 0.6586275855079293 0.4466942958533764 0.4170716991648078 0.6603968665003777 0.2145928181707859 0.8121762061491609 0.6813819548115134 0.8519640415906906 0.5240224841982126
2 0.4719106759876013 0.6062689293175936 0.36858755350112915 0.494925488717854 0.17012971732765436 0.8700682483613491 0.37436433881521225 0.9377531977370381 0.3901377283036709 0.5829852065071464 0.21946911048144102 0.41525423619896173 0.8669783435761929 0.25063344184309244 0.785928132943809 0.7743797386065125 0.7014345582574606 0.4008574392646551 0.38056804705411196 0.5965588949620724 0.838342322036624 0.3350587533786893 0.4744158312678337 0.46564069483429193 0.38083969336003065 0.40200402215123177 0.43203767109662294 0.7296134056523442 0.5452584978193045 0.003711382858455181 0.8007438220083714 0.24117541126906872 0.8813664112240076 0.03449294809252024 0.9671168979257345 0.08414532523602247 0.7941440176218748 0.790387031622231 0.8104455703869462 0.8846954461187124 0.9250169014558196 0.04462848510593176 0.6409633532166481 0.4714118894189596 0.24452972877770662 0.6764623941853642 0.2581548923626542 0.6541498405858874 0.061504472978413105 0.10610834043473005 0.47926419880241156 0.09554789215326309 0.4454997694119811 0.9056588001549244 0.038485256023705006 0.9144145986065269 0.8462609723210335 0.5772287081927061 0.03040758054703474 0.48779680486768484 0.428569751791656 0.7263882951810956 0.9757953453809023 0.8619534783065319 0.32536220736801624 0.031658426858484745 0.9036459568887949 0.016245855018496513 0.8442073622718453 0.371453482657671 0.7195146000012755 0.34569213446229696 0.37569279968738556 0.5908996006473899 0.4428966650739312 0.5028506061062217 0.366082233376801 0.8722903588786721 0.17845008708536625 0.2386093009263277 0.18723793234676123 0.9707872020080686 0.6828401312232018 0.49573992006480694 0.9982464481145144 0.6087066875770688 0.8563524503260851
3 0.6205953499302268 0.27680828887969255 0.604678581468761 0.8377290153875947 0.6679292386397719 0.4503287374973297 0.7005884889513254 0.22978198807686567 0.9289279161021113 0.33789788000285625 0.7510329792276025 0.7186623765155673 0.44715603720396757 0.6122616082429886 0.40118579752743244 0.09134320169687271 0.42873208224773407 0.9084533425047994 0.5151185337454081 0.2265482284128666 0.19906123541295528 0.8386847572401166 0.8804901391267776 0.7341057788580656 0.6780532039701939 0.8613418694585562 0.623748286627233 0.06723686959594488 0.33037269674241543 0.6436953395605087 0.30162083357572556 0.6284934682771564 0.388991286046803 0.844689691439271 0.03208108898252249 0.956614151597023 0.15978536196053028 0.08117875829339027 0.09556606877595186 0.4173378646373749 0.46085888519883156 0.7394665367901325 0.09004819020628929 0.9169292887672782 0.562724226154387 0.04362510424107313 0.7929064258933067 0.2945273946970701 0.9841304114088416 0.8526256280019879 0.5394037580117583 0.7506416300311685 0.7531922189518809 0.04435723274946213 0.947857104241848 0.27633813116699457 0.281492686830461 0.12190077360719442 0.725419893860817 0.7748734271153808 0.8674499308690429 0.26059597823768854 0.4934835331514478 0.2557858508080244 0.5536821018904448 0.8277705684304237 0.22853128798305988 0.8987327311187983 0.30924209766089916 0.7284621009603143 0.02975261304527521 0.5113743813708425 0.7672990821301937 0.3456780510023236 0.6896675117313862 0.49195453710854053 0.9848501086235046 0.21606288477778435 0.7752996776252985 0.724250846542418 0.5290206233039498 0.32615251559764147 0.3804719941690564 0.5586500037461519 0.29668157547712326 0.24399544671177864 0.02771600615233183
4 0.6817727470770478 0.6643630778416991 0.9831169787794352 0.9095224235206842 0.6031528366729617 0.21221807692199945 0.46194379962980747 0.8060667226091027 0.3380427109077573 0.9656316544860601 0.06462523620575666 0.5819517029449344 0.9362375605851412 0.910447895526886 0.2770228888839483 0.19555157143622637 0.3507334413006902 0.8515234878286719 0.2775012953206897 0.9627844979986548 0.6149959284812212 0.7294564051553607 0.32147427648305893 0.6055813748389482 0.5574673125520349 0.2603599326685071 0.3313686419278383 0.9354385919868946 0.8391494061797857 0.9536862028762698 0.9103586841374636 0.3746091239154339 0.2864326322451234 0.2362063629552722 0.6765310820192099 0.32528348453342915 0.4392903605476022 0.1472133994102478 0.8997296933084726 0.30007899086922407 0.34295125398784876 0.3017585100606084 0.9464778304100037 0.785154277458787 0.05978724732995033 0.9381864722818136 0.5949783166870475 0.8149777101352811 0.67233279440552 0.8989156233146787 0.053808653727173805 0.9206634182482958 0.6162226116284728 0.8611873872578144 0.5627430537715554 0.402351688593626 0.487368724308908 0.23432094790041447 0.1964271329343319 0.3178910491988063 0.13022857904434204 0.44717305805534124 0.8708180021494627 0.16591125633567572 0.6892726793885231 0.3938011499121785 0.7764227269217372 0.35150919295847416 0.9738844586536288 0.999581660144031 0.48130358569324017 0.804420662112534 0.2613060902804136 0.6371582560241222 0.5951805571094155 0.1625902121886611 0.8119581919163465 0.11938187666237354 0.08036057092249393 0.1097795432433486 0.9182230401784182 0.46721830777823925 0.09705233480781317 0.25691425148397684 0.5688302079215646 0.2983075315132737 0.6493946332484484
5 0.28358255326747894 0.46867623180150986 0.24698613677173853 0.25025089643895626 0.10584732610732317 0.6080260844901204 0.6047116443514824 0.017944960854947567 0.8463115189224482 0.20528220292180777 0.9097875142470002 0.28635516855865717 0.25060798693448305 0.20910186413675547 0.9118110006675124 0.8879422210156918 0.5296935690566897 0.34355946257710457 0.6473458744585514 0.34079066570848227 0.47302871383726597 0.22582661639899015 0.7904166430234909 0.34321595449000597 0.25922377966344357 0.9719185894355178 0.6480008140206337 0.26772270165383816 0.03844066523015499 0.31296980381011963 0.4092987608164549 0.7607304686680436 0.794531961902976 0.9240889474749565 0.32256569620221853 0.6959820548072457 0.5776348980143666 0.9812190169468522 0.19279429875314236 0.7675206111744046 0.8085416574031115 0.9819548036903143 0.25523509457707405 0.3551376638934016 0.6322177872061729 0.3365991935133934 0.0653976034373045 0.23709258437156677 0.344958852045238 0.15409966092556715 0.9897644985467196 0.2028697980567813 0.18404689710587263 0.1912456378340721 0.41972385719418526 0.7955559808760881 0.9235741421580315 0.7150547532364726 0.5476813754066825 0.9213726697489619 0.5739920474588871 0.5360575122758746 0.34943742398172617 0.7174528362229466 0.43165210261940956 0.7466148771345615 0.10583415161818266 0.7335114907473326 0.43127404525876045 0.10375167243182659 0.7679665014147758 0.09168498869985342 0.9009421784430742 0.4224799182265997 0.3503780998289585 0.8313890490680933 0.43146981578320265 0.9631081810221076 0.9971684906631708 0.5953290574252605 0.26397110149264336 0.8608498480170965 0.8415591288357973 0.6882058130577207 0.14795863162726164 0.914057619869709 0.4770387066528201
6 0.16780127212405205 0.9855705974623561 0.6524409148842096 0.7289206152781844 0.39692926965653896 0.9290838455781341 0.18268507067114115 0.43769694678485394 0.5105995899066329 0.45242836978286505 0.6414473317563534 0.13247599452733994 0.5248438827693462 0.7003802666440606 0.7411394082009792 0.44662876706570387 0.8924598200246692 0.5563514586538076 0.8892085468396544 0.6776448115706444 0.8882470456883311 0.4545163894072175 0.004310750402510166 0.8112345589324832 0.7701397808268666 0.6659137178212404 0.11937034968286753 0.23733310867100954 0.6602952089160681 0.1740977866575122 0.6367390723899007 0.11152465548366308 0.06448576878756285 0.6381417131051421 0.15826944075524807 0.814728943631053 0.06689559482038021 0.25764984358102083 0.6994217662140727 0.16374676022678614 0.04210587032139301 0.587434871122241 0.5030531520023942 0.6192492693662643 0.9973090682178736 0.5194530645385385 0.9187410706654191 0.504355669952929 0.20051945839077234 0.2709708223119378 0.30398084316402674 0.5044641299173236 0.33676269464194775 0.5115985702723265 0.8597758635878563 0.6554839313030243 0.005134563893079758 0.8570200642570853 0.8542599389329553 0.557862164452672 0.3607370313256979 0.8449757816269994 0.10138241108506918 0.8778117643669248 0.10150957386940718 0.927149623632431 0.2764044217765331 0.86335205193609 0.7376494463533163 0.46059709694236517 0.13819102384150028 0.41848364658653736 0.7191920382902026 0.1597005780786276 0.10277958866208792 0.657474746927619 0.519472704268992 0.4196160975843668 0.47832261119037867 0.8404625225812197 0.026252444833517075 0.5543652577325702 0.30983693711459637 0.0045820195227861404 0.45316348038613796 0.6570099266245961 0.15235191863030195
7 0.8003761367872357 0.13145079836249352 0.38894128892570734 0.07172476779669523 0.8942545652389526 0.2506716353818774 0.7589703751727939 0.7297135442495346 0.04920286685228348 0.6891578119248152 0.36074008606374264 0.9858041722327471 0.16343216132372618 0.43690020591020584 0.07125504035502672 0.6368679869920015 0.22717922646552324 0.001525801606476307 0.004166446626186371 0.0478079617023468 0.02752875816076994 0.965474002994597 0.5978717664256692 0.013541270047426224 0.03829489089548588 0.06274464726448059 0.9364164350554347 0.5905801123008132 0.4611260201781988 0.5338688641786575 0.13592320773750544 0.5071673635393381 0.5731196291744709 0.45197031274437904 0.8404363906010985 0.19525465089827776 0.9474281016737223 0.6227376125752926 0.39067214634269476 0.6299829399213195 0.5778847942128778 0.12602673936635256 0.20244396943598986 0.049111210741102695 0.3197109904140234 0.13667680229991674 0.3901218995451927 0.4259803630411625 0.7774052573367953 0.5163897788152099 0.7400953704491258 0.34953789599239826 0.8942168448120356 0.4315738696604967 0.1539104850962758 0.04450608603656292 0.5702375797554851 0.34210274182260036 0.3937542010098696 0.20480850525200367 0.9374817926436663 0.13700362388044596 0.61885666847229 0.4899225449189544 0.7774717947468162 0.21355702821165323 0.6058064140379429 0.24705951195210218 0.17140365485101938 0.5644892249256372 0.612544622272253 0.6942076310515404 0.11078125890344381 0.905659344047308 0.8579160291701555 0.3324304474517703 0.1458221934735775 0.5133435493335128 0.5689652124419808 0.32552256528288126 0.680592330172658 0.1487097768113017 0.5038066832348704 0.9405390005558729 0.7519037239253521 0.053032081574201584 0.9809726718813181
8 0.8255581595003605 0.5234472248703241 0.6957018626853824 0.3394457893446088 0.26155552826821804 0.3975290050730109 0.3917496111243963 0.8266679728403687 0.26256735157221556 0.28700315579771996 0.27076862566173077 0.7651088712736964 0.3640519781038165 0.6694963136687875 0.8488503312692046 0.17380346357822418 0.6335773095488548 0.9602086339145899 0.3313148384913802 0.5496087288483977 0.5424897586926818 0.17262809723615646 0.11204524245113134 0.5405448665842414 0.32919760048389435 0.6189177874475718 0.7555586332455277 0.364460876211524 0.06313231959939003 0.20550949685275555 0.9473694171756506 0.6951827621087432 0.6572939129546285 0.1691681668162346 0.5889942245557904 0.7583553176373243 0.5213945601135492 0.018431734293699265 0.8306214148178697 0.0647118603810668 0.1941071469336748 0.7554641515016556 0.006105816923081875 0.12270123977214098 0.90188944991678 0.7142556114122272 0.3545022448524833 0.6930758822709322 0.846576364710927 0.6521406853571534 0.8411372480913997 0.16399116907268763 0.5386192463338375 0.1842915154993534 0.8889025663957 0.44115331303328276 0.9971026666462421 0.9197894390672445 0.9716938743367791 0.8479727869853377 0.7132982360199094 0.025380080565810204 0.29052690137177706 0.6857927702367306 0.18790556397289038 0.810955947265029 0.8424037368968129 0.6688885102048516 0.20779244042932987 0.03481146413832903 0.5008347658440471 0.6096567278727889 0.4739250335842371 0.0064482418820261955 0.5335535099729896 0.914650809019804 0.661450776271522 0.5814974717795849 0.6898977784439921 0.40869943611323833 0.9843208119273186 0.7269473504275084 0.7691494869068265 0.07169403042644262 0.8552341936156154 0.3318029809743166 0.2707201102748513
9 0.20812529046088457 0.359012340195477 0.4631110578775406 0.9927356326952577 0.7637593448162079 0.7819825140759349 0.5342731960117817 0.09916561003774405 0.8011735416948795 0.5421135993674397 0.7392199970781803 0.11881203297525644 0.9481216184794903 0.4685164913535118 0.46400139294564724 0.988798544742167 0.4858748149126768 0.4838682124391198 0.7124506309628487 0.1795071205124259 0.4317729910835624 0.6846194639801979 0.5184690123423934 0.2762949615716934 0.5963761573657393 0.14099500328302383 0.18889954965561628 0.9638185538351536 0.8092680610716343 0.5650372700765729 0.45038251020014286 0.17453229613602161 0.16579804010689259 0.9830250842496753 0.41178685799241066 0.13790446240454912 0.4016214068979025 0.852189858444035 0.014370088465511799 0.5946839908137918 0.6582975843921304 0.46593386959284544 0.6974401352927089 0.5526854135096073 0.28303598891943693 0.06590013671666384 0.8210021685808897 0.36518975254148245 0.17541522532701492 0.4047694196924567 0.1560606313869357 0.9439170435070992 0.2314378097653389 0.7643740847706795 0.09747256524860859 0.8604493038728833 0.4371561063453555 0.40440292563289404 0.2763249147683382 0.3893263405188918 0.020465553738176823 0.9892226029187441 0.8038128633052111 0.196346802636981 0.9333262471482158 0.07972425129264593 0.04082613158971071 0.2852734373882413 0.6329101668670774 0.9277731254696846 0.2484350698068738 0.2754573496058583 0.8635859247297049 0.8070983225479722 0.2870077881962061 0.09150531981140375 0.03510124795138836 0.48774020466953516 0.35659465473145247 0.9252544390037656 0.32616070471704006 0.06985480152070522 0.04417393356561661 0.8894335208460689 0.4318679803982377 0.9426768748089671 0.5993103161454201
